PIN_NUM,Permit Type Mapped,Work Class,Proposed Work Description,Applied Date,Issued Date,Estimated Project Cost,CO Issued Date,Month Issued,Year Issued,Current Status,Permit Number
0786720703,Building,Alterations/repairs,RENOVATION,10/27/2015,10/30/2015,20000,42361.55806,10,2015,INACTIVE (INSPECTIONS COMPLETED),126381
0786720703,Building,Addition,ADDITION - CANTILEVER W/NO CHG IN FOUNDATION,10/27/2015,10/30/2015,9000,42361.55806,10,2015,INACTIVE (INSPECTIONS COMPLETED),126382
0786713423,Building,Other,ATTACHED GARAGE ADDITION,10/9/2014,11/3/2014,60000,,11,2014,ACTIVE  (ISSUED),117385
0786703065,Building,Alterations/repairs,BATHROOM RENOVATION,9/19/2016,9/19/2016,19000,42674.5275,9,2016,INACTIVE (INSPECTIONS COMPLETED),134607
0786703065,Building,Alterations/repairs,REMODEL 2 BATHROOMS,5/30/2014,5/30/2014,29999,41876.50521,5,2014,INACTIVE (INSPECTIONS COMPLETED),114383
0786648736,Building,Alterations/repairs,FINISH BASEMENT W/ BATHROOM,7/24/2017,,1,,,,REVIEW IN PROGRESS,142002
0786648736,Building,Alterations/repairs,"REPLACE SCREEN,ADD 100 SQ FT TO PORCJ",7/10/2012,7/10/2012,49084,41212.51674,7,2012,INACTIVE (INSPECTIONS COMPLETED),100494
0786648736,Building,Alterations/repairs,REMODEL 2 BATHROOMS,6/11/2014,6/11/2014,44434,41908.48763,6,2014,INACTIVE (INSPECTIONS COMPLETED),114682
0786642159,Building,Alterations/repairs,TURN ATTACHED STORAGE ROOM INTO OFFICE,8/6/2009,8/6/2009,7900,40065.50475,8,2009,INACTIVE (INSPECTIONS COMPLETED),082193
0786642159,Building,Addition,ADD SUNROOM W/ DECK,4/17/2019,6/19/2019,28591,,6,2019,Complete,157228
0786639260,Building,Addition,DECK,3/7/2002,3/7/2002,2500,,3,2002,INACTIVE (INSPECTIONS COMPLETED),017306
0786619627,Building,Alteration/Repairs,Replacing kitchen cabinets and floors from water damage,12/5/2023,1/5/2024,27572.8,,1,2024,Complete,BLDR-059144-2023
0786617266,Building,Other,NEW DECK & RELOCATE STEPS FROM GARAGE,4/26/2004,4/28/2004,2000,,4,2004,INACTIVE (INSPECTIONS COMPLETED),036309
0786607029,Building,Alterations/repairs,KITCHEN RENOVATIONS,10/4/2007,10/4/2007,22000,39511.8865,10,2007,INACTIVE (INSPECTIONS COMPLETED),070431
0786607029,Building,Other,DECK & WORKSHOP,11/26/2003,11/26/2003,12000,,11,2003,INACTIVE (INSPECTIONS COMPLETED),032739
0786558308,Building,Other,REMOVE AND REPLACE DECK USING EXS ELE,9/16/2016,9/19/2016,4500,,9,2016,INACTIVE (INSPECTIONS COMPLETED),134566
0786558089,Building,Alteration/Repairs,Installation of SmartJacks/ supplemental beam.  Joist repair work.,7/26/2021,8/7/2021,5889,,8,2021,Expired-Closed,BLDR-036102-2021
0786547551,Building,New Building,TOWNHOME TYPICAL 119963 LOT 17,8/10/2005,9/14/2005,88300,38729.57197,9,2005,INACTIVE (INSPECTIONS COMPLETED),049374
0786514327,Building,Townhouse,"NEW TH LOTS 18-21, SPR-0152-2022, TYPICAL 041275, PROJECT CONSISTS OF 4 CASES    R-3 OCC 5-B CONST 3",1/11/2024,2/23/2024,422124.99,,2,2024,Complete,BLDR-001878-2024
0786508492,Building,Alteration/Repairs,REPLACE GARAGE STRUCTURE AND PORCH DAMAGED BY TREE IN STORM. EXISTING SLAB & FOUNDATION TO REMAIN PE,7/8/2020,,31253.88,,,,Complete,BLDR-027258-2020
0786503449,Building,Alteration/Repairs,PORCH,4/4/2016,4/12/2016,0,,4,2016,Complete,130167
0786502517,Building,Other,DECK,10/10/2000,10/10/2000,3600,,10,2000,INACTIVE (INSPECTIONS COMPLETED),005083
0786381063,Building,New Building,TOWNHOME TYPICAL 109689,5/3/2006,5/19/2006,105700,38992.57461,5,2006,INACTIVE (INSPECTIONS COMPLETED),056303
0786380785,Building,New Building,TOWNHOME TYPICAL 115673 LOT 87,11/28/2005,12/22/2005,63300,38853.54529,12,2005,INACTIVE (INSPECTIONS COMPLETED),052170
0786380759,Building,New Building,TOWNHOME TYPICAL 115673 LOT 84,11/28/2005,12/22/2005,63300,38856.61703,12,2005,INACTIVE (INSPECTIONS COMPLETED),052173
0786380646,Building,New Building,TOWNHOME TYPICAL 115673 LOT 92,11/30/2005,12/22/2005,63300,38860.52426,12,2005,INACTIVE (INSPECTIONS COMPLETED),052223
0786380609,Building,New Building,TOWNHOME TYPICAL 115673 LOT 95,11/30/2005,12/22/2005,63300,38856.52682,12,2005,INACTIVE (INSPECTIONS COMPLETED),052226
0786377242,Building,New Building,TOWNHOUSE---LOT 25---------A-2,8/10/2000,9/6/2000,57503,36921.78278,9,2000,INACTIVE (INSPECTIONS COMPLETED),003757
0786377078,Building,New Building,TOWNHOUSE---C. ELEV- 1,6/22/2000,8/8/2000,59005,36880.84172,8,2000,INACTIVE (INSPECTIONS COMPLETED),002586
0786377074,Building,New Building,TOWNHOUSE----C ELEV-3,6/22/2000,8/8/2000,59005,36872.69612,8,2000,INACTIVE (INSPECTIONS COMPLETED),002584
0786376293,Building,New Building,TOWNHOUSE---LOT 28------C-3,8/10/2000,9/6/2000,57503,36920.73506,9,2000,INACTIVE (INSPECTIONS COMPLETED),003761
0786376263,Building,New Building,TOWNHOUSE----LOT 30------C-1,8/10/2000,9/6/2000,57503,36920.73505,9,2000,INACTIVE (INSPECTIONS COMPLETED),003763
0786375040,Building,New Building,TOWNHOUSE-LOT #109  C-1,10/2/2000,10/27/2000,67700,36964.87691,10,2000,INACTIVE (INSPECTIONS COMPLETED),004898
0786374003,Building,New Building,TOWNHOUSE LOT 85,11/16/2000,1/5/2001,58844,37041.59005,1,2001,INACTIVE (INSPECTIONS COMPLETED),005937
0786373890,Building,New Building,TOWNHOME TYPICAL 109689 LOT 255,9/6/2005,10/13/2005,105700,38814.59975,10,2005,INACTIVE (INSPECTIONS COMPLETED),050104
0786373757,Building,New Building,TOWNHOME TYPICAL 109689 LOT 257,9/6/2005,10/13/2005,100450,38814.59973,10,2005,INACTIVE (INSPECTIONS COMPLETED),050112
0786373703,Building,New Building,TOWNHOME TYPICAL 109689 LOT 260,9/6/2005,10/13/2005,105700,38814.59973,10,2005,INACTIVE (INSPECTIONS COMPLETED),050115
0786373096,Building,New Building,TOWNHOUSE LOT 83,11/16/2000,1/5/2001,58844,37063.83856,1,2001,INACTIVE (INSPECTIONS COMPLETED),005935
0786372957,Building,New Building,TOWNHOME TYPICAL 109689 LOT 305,10/20/2005,11/17/2005,105700,38832.69475,11,2005,INACTIVE (INSPECTIONS COMPLETED),051399
0786372936,Building,New Building,TOWNHOME TYPICAL 109689 LOT 306,10/20/2005,11/17/2005,97300,38838.55524,11,2005,INACTIVE (INSPECTIONS COMPLETED),051400
0786372163,Building,New Building,TOWNHOUSE LOT 79,2/14/2001,3/20/2001,58844,37098.70025,3,2001,INACTIVE (INSPECTIONS COMPLETED),008035
0786372012,Building,New Building,TOWNHOUSE LOT 73,2/14/2001,3/20/2001,58844,37099.82109,3,2001,INACTIVE (INSPECTIONS COMPLETED),008028
0786371992,Building,New Building,TOWNHOME TYPICAL 109689 LOT 308,10/20/2005,11/17/2005,105700,38824.56065,11,2005,INACTIVE (INSPECTIONS COMPLETED),051402
0786370889,Building,New Building,TOWNHOME TYPICAL 109689 LOT 312,10/20/2005,11/17/2005,105700,38827.56196,11,2005,INACTIVE (INSPECTIONS COMPLETED),051406
0786370086,Building,New Building,TOWNHOUSE LOT 63,2/14/2001,3/28/2001,94564,37194.86875,3,2001,INACTIVE (INSPECTIONS COMPLETED),008005
0786368900,Building,New Building,TOWNHOUSE----C- ELEV 3,6/22/2000,8/8/2000,59005,36858.88407,8,2000,INACTIVE (INSPECTIONS COMPLETED),002576
0786366947,Building,New Building,TOWNHOUSE------LOT 123-------C-3,8/10/2000,9/6/2000,57503,36887.83064,9,2000,INACTIVE (INSPECTIONS COMPLETED),003780
0786366871,Building,New Building,TOWNHOUSE----C ELEV 3,6/22/2000,8/8/2000,59005,36852.88359,8,2000,INACTIVE (INSPECTIONS COMPLETED),002592
0786366788,Building,New Building,TOWNHOUSE----C ELEV 1,6/22/2000,8/8/2000,59005,37377.56578,8,2000,INACTIVE (INSPECTIONS COMPLETED),002594
0786365957,Building,New Building,TOWNHOUSE-LOT #107 C-3,10/2/2000,10/27/2000,67700,36964.87786,10,2000,INACTIVE (INSPECTIONS COMPLETED),004895
0786365876,Building,New Building,TOWNHOUSE----LOT 101----C-1,8/10/2000,9/6/2000,57503,36943.82892,9,2000,INACTIVE (INSPECTIONS COMPLETED),003770
0786365797,Building,New Building,TOWNHOUSE---LOT 96-----A-2,8/10/2000,9/6/2000,57503,36937.74656,9,2000,INACTIVE (INSPECTIONS COMPLETED),003765
0786364932,Building,New Building,TOWNHOUSE LOT 91,11/16/2000,1/5/2001,58844,37033.82376,1,2001,INACTIVE (INSPECTIONS COMPLETED),005943
0786364917,Building,New Building,TOWNHOUSE LOT88,11/16/2000,1/5/2001,58844,37035.64528,1,2001,INACTIVE (INSPECTIONS COMPLETED),005940
0786364203,Building,Other,SCREEN IN EXISTING DECK,5/9/2012,5/9/2012,2000,,5,2012,INACTIVE (INSPECTIONS COMPLETED),099344
0786362020,Building,Other,ENLARGE DECK,6/21/2000,6/21/2000,2000,,6,2000,INACTIVE (INSPECTIONS COMPLETED),002559
0786356440,Building,New Building,TYPICAL TOWNHOUSE LOT96,11/6/2000,1/18/2001,75000,37026.58354,1,2001,INACTIVE (INSPECTIONS COMPLETED),005686
0786356431,Building,New Building,TYPICAL TOWNHOUSE LOT 97,11/6/2000,1/18/2001,75000,37027.63431,1,2001,INACTIVE (INSPECTIONS COMPLETED),005687
0786356368,Building,New Building,TYPICAL TOWNHOUSE LOT 95,11/6/2000,1/18/2001,75000,37026.58355,1,2001,INACTIVE (INSPECTIONS COMPLETED),005685
0786354507,Building,Other,INSTALLING 2.39 KW SOLAR STYSTEM ON THE ROOF,3/20/2014,3/20/2014,2765,,3,2014,INACTIVE (INSPECTIONS COMPLETED),112942
0786297023,Building,New Building,TOWNHOUSE TYP.# 115673;  LOT 28,5/30/2006,6/15/2006,158808,39055.62954,6,2006,INACTIVE (INSPECTIONS COMPLETED),057146
0786289879,Building,New Building,TOWNHOME TYPICAL 115673,1/11/2006,2/8/2006,63300,38922.74789,2,2006,INACTIVE (INSPECTIONS COMPLETED),053178
0786289857,Building,New Building,TOWNHOME TYPICAL 115673,1/11/2006,2/8/2006,63300,38925.5958,2,2006,INACTIVE (INSPECTIONS COMPLETED),053176
0786288977,Building,New Building,TOWNHOUSE TYP. 115673; LOT 58,6/15/2006,7/6/2006,98748,39038.59819,7,2006,INACTIVE (INSPECTIONS COMPLETED),057700
0786288944,Building,New Building,TOWNHOUSE TYP. 115673; LOT 55,6/15/2006,7/6/2006,98748,39035.59979,7,2006,INACTIVE (INSPECTIONS COMPLETED),057697
0786288870,Building,New Building,TOWNHOME TYPICAL 115673,2/9/2006,4/5/2006,63300,38966.59296,4,2006,INACTIVE (INSPECTIONS COMPLETED),053803
0786288670,Building,New Building,TOWNHOUSE TYP. 115673; LOT 101,12/9/2005,1/5/2006,63300,38888.56144,1,2006,INACTIVE (INSPECTIONS COMPLETED),052459
0786287858,Building,New Building,TOWNHOUSE TYP.# 115673;  LOT 50,5/30/2006,6/15/2006,98748,38992.57459,6,2006,INACTIVE (INSPECTIONS COMPLETED),057139
0786287825,Building,New Building,TOWNHOUSE TYP.# 115673;  LOT 47,5/30/2006,6/15/2006,98748,38992.57459,6,2006,INACTIVE (INSPECTIONS COMPLETED),057136
0786287781,Building,New Building,TOWNHOME TYPICAL 115673,2/9/2006,4/5/2006,63300,38971.61497,4,2006,INACTIVE (INSPECTIONS COMPLETED),053797
0786287770,Building,New Building,TOWNHOME TYPICAL 115673,2/9/2006,4/5/2006,69850,38975.82097,4,2006,INACTIVE (INSPECTIONS COMPLETED),053796
0786287667,Building,New Building,TOWNHOME TYPICAL 115673,2/9/2006,4/5/2006,63300,38981.8772,4,2006,INACTIVE (INSPECTIONS COMPLETED),053794
0786287349,Building,New Building,TOWNHOME TYPICAL 109689 LOT 148,1/6/2006,1/26/2006,105700,38887.5616,1,2006,INACTIVE (INSPECTIONS COMPLETED),052981
0786287317,Building,New Building,TOWNHOME TYPICAL 109689 LOT 147,1/6/2006,1/26/2006,105700,38898.73431,1,2006,INACTIVE (INSPECTIONS COMPLETED),052980
0786286745,Building,New Building,TOWNHOUSE TYP. 115673;  LOT 41,3/22/2006,5/5/2006,63300,38978.65927,5,2006,INACTIVE (INSPECTIONS COMPLETED),055050
0786286362,Building,New Building,TOWNHOME TYPICAL 109689 LOT 144,1/6/2006,1/26/2006,100450,38898.73311,1,2006,INACTIVE (INSPECTIONS COMPLETED),052977
0786286239,Building,New Building,TOWNHOME TYPICAL 109689 LOT 142,1/6/2006,1/26/2006,105700,38898.68676,1,2006,INACTIVE (INSPECTIONS COMPLETED),052975
0786286216,Building,New Building,TOWNHOME TYPICAL 109689 LOT 141,1/6/2006,1/26/2006,105700,38932.59666,1,2006,INACTIVE (INSPECTIONS COMPLETED),052973
0786285009,Building,New Building,TOWNHOME TYPICAL 109689 LOT 135,1/6/2006,1/26/2006,105700,38959.57721,1,2006,INACTIVE (INSPECTIONS COMPLETED),052967
0786284054,Building,New Building,TOWNHOME TYPICAL 109689 LOT 132,1/6/2006,1/26/2006,100450,38975.82097,1,2006,INACTIVE (INSPECTIONS COMPLETED),052964
0786279877,Building,New Building,TOWNHOUSE TYP. 109689;  LOT 313,6/16/2005,7/15/2005,87600,38789.60172,7,2005,INACTIVE (INSPECTIONS COMPLETED),047740
0786278884,Building,New Building,TOWNHOUSE TYP. 109689;  LOT 316,6/16/2005,7/15/2005,87600,38784.64669,7,2005,INACTIVE (INSPECTIONS COMPLETED),047741
0786278707,Building,New Building,TOWNHOUSE TYP. 109689;  LOT 320,6/16/2005,7/15/2005,87600,38783.62186,7,2005,INACTIVE (INSPECTIONS COMPLETED),047753
0786277784,Building,New Building,TOWNHOUSE TYP.  109689;  LOT 321,6/16/2005,8/5/2005,105700,38763.624,8,2005,INACTIVE (INSPECTIONS COMPLETED),047754
0786277760,Building,New Building,TOWNHOUSE TYP.  109689;  LOT 323,6/16/2005,8/5/2005,100450,38763.624,8,2005,INACTIVE (INSPECTIONS COMPLETED),047757
0786277643,Building,New Building,TOWNHOUSE TYP.  109689;  LOT 326,6/16/2005,8/5/2005,105700,38769.7377,8,2005,INACTIVE (INSPECTIONS COMPLETED),047760
0786277534,Building,New Building,TOWNHOUSE TYP.  109689;  LOT 329,6/16/2005,8/5/2005,100450,38761.59249,8,2005,INACTIVE (INSPECTIONS COMPLETED),047762
0786276528,Building,Alteration/Repairs,HELICAL PIERS/FOUNDATION REPAIR,10/11/2017,10/13/2017,0,43021,10,2017,Complete,143900
0786276337,Building,New Building,TOWNHOME TYPICAL 123747 LOT 234,9/8/2005,9/29/2005,121300,38825.56534,9,2005,INACTIVE (INSPECTIONS COMPLETED),050178
0786276337,Building,Alteration/Repairs,Install 19 piers to stabilize existing structure from further movement/settlement.,1/9/2023,1/12/2023,3034.56,,1,2023,Expired-Closed,BLDR-000950-2023
0786276317,Building,New Building,TOWNHOME TYPICAL 123747 LOT 233,9/8/2005,9/29/2005,123650,38817.54351,9,2005,INACTIVE (INSPECTIONS COMPLETED),050179
0786275631,Building,New Building,TOWNHOME TYPICAL 123747 LOT 210,9/2/2005,9/29/2005,121300,38779.59215,9,2005,INACTIVE (INSPECTIONS COMPLETED),050092
0786275348,Building,New Building,TOWNHOME TYPICAL 123747 LOT 230,9/8/2005,9/29/2005,123650,38814.59973,9,2005,INACTIVE (INSPECTIONS COMPLETED),050182
0786275318,Building,New Building,TOWNHOME TYPICAL 123747 LOT 229,9/8/2005,9/29/2005,121300,38799.59321,9,2005,INACTIVE (INSPECTIONS COMPLETED),050183
0786274781,Building,New Building,TOWNHOUSE TYP. # 123747;  LOT  179,7/6/2006,7/24/2006,190320,39107.56247,7,2006,INACTIVE (INSPECTIONS COMPLETED),058192
0786274741,Building,New Building,TOWNHOUSE TYP. # 123747;  LOT  181,7/6/2006,7/24/2006,192894,39107.56247,7,2006,INACTIVE (INSPECTIONS COMPLETED),058194
0786274661,Building,New Building,TOWNHOME TYPICAL 123747 LOT 207,9/2/2005,9/29/2005,122000,38770.60454,9,2005,INACTIVE (INSPECTIONS COMPLETED),050097
0786274590,Building,New Building,TOWNHOME TYPICAL 123747 LOT 212,9/2/2005,9/29/2005,122000,38778.60368,9,2005,INACTIVE (INSPECTIONS COMPLETED),050100
0786274570,Building,New Building,TOWNHOME TYPICAL 123747 LOT 213,9/2/2005,9/29/2005,123650,38777.55639,9,2005,INACTIVE (INSPECTIONS COMPLETED),050101
0786274500,Building,New Building,TOWNHOME TYPICAL 123747 LOT 215,9/8/2005,9/29/2005,105300,39003.58698,9,2005,INACTIVE (INSPECTIONS COMPLETED),050209
0786274348,Building,New Building,TOWNHOME TYPICAL 123747 LOT 227,9/9/2005,10/13/2005,123650,38939.60277,10,2005,INACTIVE (INSPECTIONS COMPLETED),050246
0786273602,Building,New Building,TOWNHOME TYPICAL 123747 LOT 202,9/8/2005,9/29/2005,96000,39029.61558,9,2005,INACTIVE (INSPECTIONS COMPLETED),050207
0786273570,Building,New Building,TOWNHOME TYPICAL 123747 LOT 216,9/8/2005,9/29/2005,96000,39001.56994,9,2005,INACTIVE (INSPECTIONS COMPLETED),050210
0786273550,Building,New Building,TOWNHOME TYPICAL 123747 LOT 217,9/8/2005,9/29/2005,96000,39014.58743,9,2005,INACTIVE (INSPECTIONS COMPLETED),050211
0786273398,Building,New Building,TOWNHOME TYPICAL 123747 LOT 225,9/9/2005,10/13/2005,122000,38986.78449,10,2005,INACTIVE (INSPECTIONS COMPLETED),050248
0786273378,Building,New Building,TOWNHOME TYPICAL 123747 LOT 224,9/9/2005,10/13/2005,123650,38939.60277,10,2005,INACTIVE (INSPECTIONS COMPLETED),050249
0786273348,Building,New Building,TOWNHOME TYPICAL 123747 LOT 223,9/9/2005,10/13/2005,121300,38945.53635,10,2005,INACTIVE (INSPECTIONS COMPLETED),050250
0786272461,Building,New Building,TOWNHOME TYPICAL 123747 LOT 221,9/9/2005,10/13/2005,123650,39086.82071,10,2005,INACTIVE (INSPECTIONS COMPLETED),050223
0786272434,Building,New Building,TOWNHOME TYPICAL 123747 LOT 219,9/9/2005,10/13/2005,1216300,39091.62867,10,2005,INACTIVE (INSPECTIONS COMPLETED),050225
0786272399,Building,New Building,TOWNHOME TYPICAL 123747 LOT 222,9/9/2005,10/13/2005,1216300,39135.81655,10,2005,INACTIVE (INSPECTIONS COMPLETED),050222
0786269797,Building,New Building,SFD,4/28/2000,5/12/2000,97200,36732.72692,5,2000,INACTIVE (INSPECTIONS COMPLETED),001137
0786269716,Building,New Building,SFD,3/24/2000,4/3/2000,98653,36706.69838,4,2000,INACTIVE (INSPECTIONS COMPLETED),000269
0786268832,Building,New Building,SFD,5/9/2000,6/7/2000,100100,,6,2000,INACTIVE (INSPECTIONS COMPLETED),001520
0786268832,Building,Photovoltaic (Solar Panel),INSTALL ROOF MOUNTED SOLAR PANELS,3/5/2021,,0,,,,Complete,BLDR-010328-2021
0786268750,Building,Alterations/repairs,SOLAR ROOF MOUNTED,10/24/2018,11/2/2018,10518,,11,2018,ACTIVE  (ISSUED),153200
0786268750,Building,Alteration/Repairs,DECK,8/5/2016,8/11/2016,0,,8,2016,Complete,133635
0786265160,Building,New Building,TOWNHOUSE TYP 52650; LOT 46,12/26/2002,1/21/2003,69300,37726.5267,1,2003,INACTIVE (INSPECTIONS COMPLETED),024717
0786264320,Building,New Building,TOWNHOUSE TYP 27020; LOT 74,9/10/2002,10/7/2002,69300,37657.53598,10,2002,INACTIVE (INSPECTIONS COMPLETED),022268
0786264241,Building,New Building,TOWNHOUSE TYP 27020; LOT 79,9/10/2002,10/7/2002,69300,37659.5428,10,2002,INACTIVE (INSPECTIONS COMPLETED),022273
0786264228,Building,New Building,TOWNHOUSE TYP 27020; LOT 75,9/10/2002,10/7/2002,69300,37657.53598,10,2002,INACTIVE (INSPECTIONS COMPLETED),022269
0786264158,Building,New Building,TOWNHOUSE TYP 27020; LOT 80,9/10/2002,10/7/2002,69300,37659.79837,10,2002,INACTIVE (INSPECTIONS COMPLETED),022274
0786264057,Building,New Building,TOWNHOUSE TYP. 119261; LOT 4,7/30/2001,10/22/2001,108000,37454.51844,10,2001,INACTIVE (INSPECTIONS COMPLETED),012512
0786264055,Building,New Building,TOWNHOUSE TYP. 119261; LOT 5,7/30/2001,10/22/2001,108000,37368.68862,10,2001,INACTIVE (INSPECTIONS COMPLETED),012513
0786224319,Building,Alterations/repairs,FINISH BASEMENT,11/27/2012,11/27/2012,40000,41422.76177,11,2012,INACTIVE (INSPECTIONS COMPLETED),103195
0786224319,Building,New Building,SFD,10/3/2012,10/25/2012,497580,41422.76177,10,2012,INACTIVE (INSPECTIONS COMPLETED),102173
0786190939,Building,New Building,SFD,11/13/2002,11/18/2002,108000,37736.5067,11,2002,INACTIVE (INSPECTIONS COMPLETED),023807
0786179508,Building,Alterations/repairs,CREATE LAUNDRY ROOM SPACE,11/21/2013,12/3/2013,30000,42418.55029,12,2013,INACTIVE (INSPECTIONS COMPLETED),110875
0786179508,Building,Other,DETACHED GARAGE W.BONUS RM,11/21/2013,12/3/2013,55000,,12,2013,INACTIVE (INSPECTIONS COMPLETED),110873
0786179508,Building,Addition,ADDITION,11/21/2013,12/3/2013,40000,42251.8859,12,2013,INACTIVE (INSPECTIONS COMPLETED),110872
0786179508,Building,Alterations/repairs,INTERIOR RENVATION & ADD PATIO,7/10/2007,7/12/2007,96000,39724.77918,7,2007,INACTIVE (INSPECTIONS COMPLETED),068179
0785992940,Building,Alteration/Repairs,KITCHEN RENOVATION,7/29/2016,7/29/2016,0,42580,7,2016,Complete,133477
0785992940,Building,Alteration/Repairs,THE BATH SHOP,2/1/2019,2/1/2019,0,43497,2,2019,Complete,155389
0785990088,Building,Other,EXISTING RETAINING WALL,6/16/2011,6/20/2011,8000,,6,2011,INACTIVE (INSPECTIONS COMPLETED),093279
0785990088,Building,Alterations/repairs,FINISH BASEMENT,4/17/2008,4/22/2008,70000,39623.77012,4,2008,INACTIVE (INSPECTIONS COMPLETED),074415
0785990088,Building,New Building,SFD,3/3/2006,4/7/2006,394356,39002.85321,4,2006,INACTIVE (INSPECTIONS COMPLETED),054423
0785990088,Building,Alteration/Repairs,"Renovate Master Bath. New electric, ceiling vent and plumbing fixtures.
Remove existing tub and crea",9/28/2023,10/5/2023,9215.12,,10,2023,Complete,BLDR-048597-2023
0785961222,Building,New Single Family Dwelling,"New Single Family Dwelling
Edgemont Reserve II Lot 2
Crawl
Includes screen porch with fireplace and",3/26/2021,5/19/2021,494573.97,,5,2021,Complete,BLDR-014119-2021
0785961222,Building,Pool/Spa,New residential heated saltwater swimming pool. 32 x 15.,3/25/2024,4/8/2024,90000,,4,2024,Complete,BLDR-014219-2024
0785915119,Building,Alterations/repairs,FULL BATHROOM REMODEL,5/11/2016,5/31/2016,21750,42615.5777,5,2016,INACTIVE (INSPECTIONS COMPLETED),131207
0785907969,Building,Alterations/repairs,FINISH ATTIC,6/26/2006,6/26/2006,50000,38971.61495,6,2006,INACTIVE (INSPECTIONS COMPLETED),057954
0785907969,Building,Other,WOOD WORKSHOP,12/27/2002,12/27/2002,14600,,12,2002,INACTIVE (INSPECTIONS COMPLETED),024774
0785907969,Building,Alteration/Repairs,"Remove existing cabinets, countertops and tile flooring.  Install new cabinets, countertops and tile",4/4/2024,4/16/2024,6566.68,,4,2024,Complete,BLDR-016318-2024
0785886486,Building,New Building,TOWNHOUSE TYP 19364; LOT 49,5/22/2001,6/26/2001,124830,37564.75718,6,2001,INACTIVE (INSPECTIONS COMPLETED),010721
0785884776,Building,New Building,TOWNHOUSE TYP.19364; LOT 70,4/9/2001,5/24/2001,131769,37312.6375,5,2001,INACTIVE (INSPECTIONS COMPLETED),009746
0785880277,Building,New Single Family Dwelling,TOWNHOUSE,11/2/2000,11/15/2000,0,36845,11,2000,Complete,005634
0785855330,Building,New Building,TOWNHOUSE TYP. 106833;  LOT 116,5/31/2005,6/17/2005,137000,38653.59582,6,2005,INACTIVE (INSPECTIONS COMPLETED),047227
